Donor,Replicate,Condition,Group,Tissue,Target cell,Layer,Distance to annotation with Epithelium µm,Distance to annotation with Baseline µm
1905,1,Uncircumcised,Non infected,Glans,CD4+CCR10,Connective,46.6549,42.465
1905,1,Uncircumcised,Non infected,Glans,CD3+CCR10,Connective,138.4082,37.3567
1905,1,Uncircumcised,Non infected,Glans,CD3+CCR10,Connective,31.2876,33.2211
1905,1,Uncircumcised,Non infected,Glans,CD3+CCR10,Connective,54.4638,57.9841
1905,1,Uncircumcised,Non infected,Glans,CD3+CCR10,Connective,74.0482,12.8106
1905,1,Uncircumcised,Non infected,Glans,CD3+CCR10,Connective,81.141,16.836
1905,1,Uncircumcised,Non infected,Glans,CD3+CCR10,Connective,235.4084,152.275
1905,1,Uncircumcised,Non infected,Glans,CD4,Connective,57.1507,7.0135
1905,1,Uncircumcised,Non infected,Glans,CD4,Connective,52.3413,9.5984
1905,1,Uncircumcised,Non infected,Glans,CD4,Connective,153.5132,51.9875
1905,1,Uncircumcised,Non infected,Glans,CD4,Connective,154.026,61.5502
1905,1,Uncircumcised,Non infected,Glans,CD4,Connective,74.9367,10.2197
1905,1,Uncircumcised,Non infected,Glans,CD4+CD3+CCR10,Connective,69.0118,22.8336
1905,1,Uncircumcised,Non infected,Glans,CD4+CD3+CCR10,Connective,151.0874,46.8709
1905,1,Uncircumcised,Non infected,Glans,CD4+CD3+CCR10,Connective,352.8228,310.0164
1905,1,Uncircumcised,Non infected,Glans,CD3+CCR10,Epithelium,96.0598,6.8662
1905,1,Uncircumcised,Non infected,Glans,CD3+CCR10,Epithelium,33.2461,4.5785
1905,1,Uncircumcised,Non infected,Glans,CD3+CCR10,Epithelium,81.0454,5.8347
1905,1,Uncircumcised,Non infected,Glans,CD3+CCR10,Epithelium,86.121,5.9254
1905,1,Uncircumcised,Non infected,Glans,CD4,Epithelium,97.2299,4.376
1905,1,Uncircumcised,Non infected,Glans,CD4,Epithelium,77.8043,3.7291
1905,2,Uncircumcised,Non infected,Glans,CD4+CCR10,Connective,205.9153,107.815
1905,2,Uncircumcised,Non infected,Glans,CD4+CCR10,Connective,199.2516,100.4712
1905,2,Uncircumcised,Non infected,Glans,CD4+CCR10,Connective,96.8568,59.9882
1905,2,Uncircumcised,Non infected,Glans,CD4+CCR10,Connective,121.4026,71.6865
1905,2,Uncircumcised,Non infected,Glans,CD4+CD3+CCR10,Connective,72.1006,16.9522
1905,2,Uncircumcised,Non infected,Glans,CD4+CD3+CCR10,Connective,115.9602,45.238
1905,2,Uncircumcised,Non infected,Glans,CD4+CD3+CCR10,Connective,120.5592,29.0871
1905,2,Uncircumcised,Non infected,Glans,CD4+CD3+CCR10,Connective,179.0797,90.7386
1905,2,Uncircumcised,Non infected,Glans,CD4+CD3+CCR10,Connective,152.1482,70.5522
1905,2,Uncircumcised,Non infected,Glans,CD4+CCR10,Connective,170.4535,74.9229
1905,2,Uncircumcised,Non infected,Glans,CD4+CCR10,Connective,172.0847,83.7343
1905,2,Uncircumcised,Non infected,Glans,CD4+CCR10,Connective,201.0514,115.3882
1905,2,Uncircumcised,Non infected,Glans,CD4+CCR10,Connective,143.4439,69.8463
1905,2,Uncircumcised,Non infected,Glans,CD4+CCR10,Connective,145.8074,84.7623
1905,2,Uncircumcised,Non infected,Glans,CD4,Connective,99.5169,16.5706
1905,2,Uncircumcised,Non infected,Glans,CD4,Connective,159.5535,88.9253
1905,2,Uncircumcised,Non infected,Glans,CD4,Connective,108.9839,12.7517
1905,2,Uncircumcised,Non infected,Glans,CD4,Connective,182.2346,127.5332
1905,2,Uncircumcised,Non infected,Glans,CD4,Connective,335.4143,244.7114
1905,2,Uncircumcised,Non infected,Glans,CD4,Connective,123.9406,34.6261
1905,2,Uncircumcised,Non infected,Glans,CCR10,Connective,204.9777,130.4755
1905,2,Uncircumcised,Non infected,Glans,CD3+CCR10,Connective,115.0447,5.5185
1905,2,Uncircumcised,Non infected,Glans,CD3+CCR10,Connective,58.186,7.1389
1905,2,Uncircumcised,Non infected,Glans,CD4,Epithelium,26.0366,28.4685
1905,2,Uncircumcised,Non infected,Glans,CD4,Epithelium,18.4013,36.4883
1905,2,Uncircumcised,Non infected,Glans,CD3+CCR10,Epithelium,80.9945,15.1709
1905,2,Uncircumcised,Non infected,Glans,CD4,Epithelium,6.6443,34.1006
1905,2,Uncircumcised,Non infected,Glans,CD4,Epithelium,34.4576,18.7427
1905,2,Uncircumcised,Non infected,Glans,CD4,Epithelium,46.0161,14.6814
1905,2,Uncircumcised,Non infected,Glans,CD4,Epithelium,38.0396,46.467
1905,2,Uncircumcised,Non infected,Glans,CD4,Epithelium,73.1633,8.9186
1905,2,Uncircumcised,Non infected,Glans,CD4,Epithelium,62.6766,39.5131
1905,2,Uncircumcised,Non infected,Glans,CD3+CCR10,Epithelium,7.1277,61.8643
1905,2,Uncircumcised,Non infected,Glans,CD3+CCR10,Epithelium,58.3321,11.3235
1905,2,Uncircumcised,Non infected,Glans,CD3+CCR10,Epithelium,50.7505,5.4971
1905,2,Uncircumcised,Non infected,Glans,CD3+CCR10,Epithelium,58.9944,5.1447
1905,2,Uncircumcised,Non infected,Glans,CD3+CCR10,Epithelium,18.3381,34.0897
1905,2,Uncircumcised,Non infected,Glans,CD3+CCR10,Epithelium,87.3388,4.4556
1905,2,Uncircumcised,Non infected,Glans,CD3+CCR10,Epithelium,41.2891,51.3622
1905,2,Uncircumcised,Non infected,Glans,CD3+CCR10,Epithelium,50.895,31.6511
1905,2,Uncircumcised,Non infected,Glans,CD3+CCR10,Epithelium,93.4768,13.7617
1905,2,Uncircumcised,Non infected,Glans,CD3+CCR10,Epithelium,91.5799,5.3561
1905,2,Uncircumcised,Non infected,Glans,CD3+CCR10,Epithelium,63.4486,12.3563
1905,2,Uncircumcised,Non infected,Glans,CD3+CCR10,Epithelium,76.4428,5.294
1905,2,Uncircumcised,Non infected,Glans,CD3+CCR10,Epithelium,73.7335,4.73
1905,2,Uncircumcised,Non infected,Glans,CD3+CCR10,Epithelium,32.5858,50.4831
1905,2,Uncircumcised,Non infected,Glans,CD3+CCR10,Epithelium,94.8976,4.7627
1905,2,Uncircumcised,Non infected,Glans,CD3+CCR10,Epithelium,93.9882,3.9271
1905,2,Uncircumcised,Non infected,Glans,CD3+CCR10,Epithelium,25.5299,31.7712
1905,2,Uncircumcised,Non infected,Glans,CD3+CCR10,Epithelium,92.956,10.5571
1905,2,Uncircumcised,Non infected,Glans,CD3+CCR10,Epithelium,24.5509,37.6972
1905,1,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,96.2719,30.3746
1905,1,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,101.2472,34.5454
1905,1,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,52.5179,22.3751
1905,1,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,37.9483,8.9731
1905,1,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,77.3216,24.6868
1905,1,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,75.0713,29.6916
1905,1,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,120.4105,73.2658
1905,1,Uncircumcised,4h,Shaft,CD4+CCR10,Connective,88.4114,26.8502
1905,1,Uncircumcised,4h,Shaft,CD3+CCR10,Connective,93.2442,31.1284
1905,1,Uncircumcised,4h,Shaft,CD3+CCR10,Connective,116.8024,50.3037
1905,1,Uncircumcised,4h,Shaft,CD4+CCR10,Connective,241.8342,155.7676
1905,1,Uncircumcised,4h,Shaft,CD4+CCR10,Connective,105.3656,75.8437
1905,1,Uncircumcised,4h,Shaft,CD4+CCR10,Connective,147.5642,81.4701
1905,1,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,54.4915,4.8264
1905,1,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,59.8328,9.0531
1905,1,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,64.3192,16.1827
1905,1,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,66.645,23.1876
1905,1,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,82.6633,31.5862
1905,1,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,70.8074,18.0881
1905,1,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,62.2125,8.6408
1905,1,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,45.5047,7.4634
1905,1,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,61.0286,32.6799
1905,1,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,76.2428,47.6271
1905,1,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,137.0498,60.6138
1905,1,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,182.2902,97.7214
1905,1,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,177.3425,121.1356
1905,1,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,185.2924,123.3814
1905,1,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,269.49,163.2274
1905,1,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,283.2126,170.7609
1905,1,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,281.0252,159.2814
1905,1,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,45.171,7.9631
1905,1,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,167.613,29.3275
1905,1,Uncircumcised,4h,Shaft,CD3+CCR10,Connective,56.0214,9.1645
1905,1,Uncircumcised,4h,Shaft,CD3+CCR10,Connective,147.5135,80.6404
1905,1,Uncircumcised,4h,Shaft,CD3+CCR10,Connective,288.3705,177.8564
1905,1,Uncircumcised,4h,Shaft,CD3+CCR10,Connective,289.928,194.8642
1905,1,Uncircumcised,4h,Shaft,CD3+CCR10,Connective,327.7694,207.2938
1905,1,Uncircumcised,4h,Shaft,CD3+CCR10,Connective,87.4708,55.926
1905,1,Uncircumcised,4h,Shaft,CD3+CCR10,Connective,120.8813,7.1988
1905,1,Uncircumcised,4h,Shaft,CD3+CCR10,Connective,186.806,161.1218
1905,1,Uncircumcised,4h,Shaft,CD3+CCR10,Connective,224.1169,161.332
1905,1,Uncircumcised,4h,Shaft,CD3+CCR10,Connective,298.7679,177.0726
1905,1,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Epithelium,71.8227,11.7206
1905,1,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Epithelium,95.457,5.3529
1905,1,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Epithelium,42.0711,11.9638
1905,1,Uncircumcised,4h,Shaft,CD3+CCR10,Epithelium,49.3877,4.6369
1905,1,Uncircumcised,4h,Shaft,CD3+CCR10,Epithelium,12.6856,139.0655
1905,1,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Epithelium,18.0877,15.5394
1905,1,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Epithelium,62.0405,4.3395
1905,1,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Epithelium,74.5933,21.8067
1905,1,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Epithelium,63.8435,24.2415
1905,1,Uncircumcised,4h,Shaft,CD4,Epithelium,37.271,12.1564
1905,1,Uncircumcised,4h,Shaft,CD3+CCR10,Epithelium,56.7005,92.5363
1905,1,Uncircumcised,4h,Shaft,CD3+CCR10,Epithelium,113.3879,11.4575
1905,1,Uncircumcised,4h,Shaft,CD3+CCR10,Epithelium,3.7886,52.0514
1905,1,Uncircumcised,4h,Shaft,CD3+CCR10,Epithelium,97.3183,80.8613
1905,1,Uncircumcised,4h,Shaft,CD3+CCR10,Epithelium,78.9295,6.5461
1905,2,Uncircumcised,4h,Shaft,CD3+CCR10,Connective,279.0803,156.7015
1905,2,Uncircumcised,4h,Shaft,CD3+CCR10,Connective,285.9495,158.7775
1905,2,Uncircumcised,4h,Shaft,CD3+CCR10,Connective,289.5307,163.356
1905,2,Uncircumcised,4h,Shaft,CD3+CCR10,Connective,275.9542,149.6586
1905,2,Uncircumcised,4h,Shaft,CD4,Connective,76.1554,15.7156
1905,2,Uncircumcised,4h,Shaft,CD4,Connective,95.5964,18.2445
1905,2,Uncircumcised,4h,Shaft,CD4,Connective,91.1957,13.9603
1905,2,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,116.8138,17.8535
1905,2,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,93.3369,5.2061
1905,2,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,237.401,149.4592
1905,2,Uncircumcised,4h,Shaft,CD4+CCR10,Connective,102.4927,23.1398
1905,2,Uncircumcised,4h,Shaft,CD4+CCR10,Connective,91.8802,11.7238
1905,2,Uncircumcised,4h,Shaft,CD3+CCR10,Connective,55.4872,6.2169
1905,2,Uncircumcised,4h,Shaft,CD3+CCR10,Connective,74.8793,12.0163
1905,2,Uncircumcised,4h,Shaft,CD3+CCR10,Connective,62.4375,5.55
1905,2,Uncircumcised,4h,Shaft,CD3+CCR10,Connective,90.1741,3.8867
1905,2,Uncircumcised,4h,Shaft,CD3+CCR10,Connective,86.1168,11.4935
1905,2,Uncircumcised,4h,Shaft,CD3+CCR10,Connective,101.7572,23.9327
1905,2,Uncircumcised,4h,Shaft,CD3+CCR10,Connective,90.4992,11.7475
1905,2,Uncircumcised,4h,Shaft,CD3+CCR10,Connective,112.5607,30.99
1905,2,Uncircumcised,4h,Shaft,CD3+CCR10,Connective,160.7858,53.5411
1905,2,Uncircumcised,4h,Shaft,CD3+CCR10,Connective,159.5549,52.1483
1905,2,Uncircumcised,4h,Shaft,CD3+CCR10,Connective,148.234,45.5612
1905,2,Uncircumcised,4h,Shaft,CD3+CCR10,Connective,149.1933,51.9466
1905,2,Uncircumcised,4h,Shaft,CD3+CCR10,Connective,188.2086,95.14
1905,2,Uncircumcised,4h,Shaft,CD3+CCR10,Connective,267.1137,146.9979
1905,2,Uncircumcised,4h,Shaft,CD3+CCR10,Connective,269.5645,145.0569
1905,2,Uncircumcised,4h,Shaft,CD3+CCR10,Connective,77.1026,13.7645
1905,2,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,53.1203,6.6042
1905,2,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,66.391,23.7873
1905,2,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,63.3035,23.2089
1905,2,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,55.8021,20.4276
1905,2,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,94.27,27.2546
1905,2,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,81.9147,4.9367
1905,2,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,96.0744,15.5861
1905,2,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,166.4413,66.6179
1905,2,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,172.0784,72.8041
1905,2,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,130.5271,26.1117
1905,2,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,128.9977,27.22
1905,2,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,122.2011,23.4656
1905,2,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,187.3628,92.0723
1905,2,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,274.8252,153.2537
1905,2,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,278.9709,152.2224
1905,2,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,81.5979,23.9463
1905,2,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Connective,106.4684,21.7147
1905,2,Uncircumcised,4h,Shaft,CD4,Connective,89.7846,5.8425
1905,2,Uncircumcised,4h,Shaft,CD3+CCR10,Epithelium,37.8562,49.3431
1905,2,Uncircumcised,4h,Shaft,CD3+CCR10,Epithelium,52.7217,8.4433
1905,2,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Epithelium,28.6886,50.9431
1905,2,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Epithelium,9.5649,83.9423
1905,2,Uncircumcised,4h,Shaft,CD3+CCR10,Epithelium,18.1977,41.2473
1905,2,Uncircumcised,4h,Shaft,CD3+CCR10,Epithelium,55.214,4.5062
1905,2,Uncircumcised,4h,Shaft,CD3+CCR10,Epithelium,56.5646,10.1012
1905,2,Uncircumcised,4h,Shaft,CD3+CCR10,Epithelium,55.1292,7.3032
1905,2,Uncircumcised,4h,Shaft,CD3+CCR10,Epithelium,7.6671,70.3817
1905,2,Uncircumcised,4h,Shaft,CD3+CCR10,Epithelium,90.0901,12.2011
1905,2,Uncircumcised,4h,Shaft,CD3+CCR10,Epithelium,65.8139,5.1684
1905,2,Uncircumcised,4h,Shaft,CD3+CCR10,Epithelium,33.6134,27.4298
1905,2,Uncircumcised,4h,Shaft,CD3+CCR10,Epithelium,49.4412,8.05
1905,2,Uncircumcised,4h,Shaft,CD3+CCR10,Epithelium,71.5371,5.7778
1905,2,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Epithelium,58.6336,11.1262
1905,2,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Epithelium,50.1205,20.6043
1905,2,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Epithelium,65.4249,12.0611
1905,2,Uncircumcised,4h,Shaft,CD4+CD3+CCR10,Epithelium,28.9546,28.1082
1905,2,Uncircumcised,4h,Shaft,CD4,Epithelium,59.999,7.5835
1905,2,Uncircumcised,4h,Shaft,CD4,Epithelium,37.0387,6.4065
1918,1,Circumcised,4h,Glans,CD4+CD3+CCR10,Connective,66.1993,8.4092
1918,1,Circumcised,4h,Glans,CD4+CD3+CCR10,Connective,56.5939,43.2692
1918,1,Circumcised,4h,Glans,CCR10,Connective,43.0922,24.3638
1918,1,Circumcised,4h,Glans,CCR10,Connective,40.9114,19.7427
1918,1,Circumcised,4h,Glans,CD3+CCR10,Connective,39.8453,14.8258
1918,1,Circumcised,4h,Glans,CD3+CCR10,Connective,55.6363,7.1882
1918,1,Circumcised,4h,Glans,CD3+CCR10,Connective,91.2311,51.0286
1918,1,Circumcised,4h,Glans,CD3+CCR10,Connective,82.2663,37.7415
1918,1,Circumcised,4h,Glans,CD3+CCR10,Connective,76.0816,37.7073
1918,1,Circumcised,4h,Glans,CD3+CCR10,Connective,80.5418,35.0348
1918,1,Circumcised,4h,Glans,CD3+CCR10,Connective,43.1175,17.8789
1918,1,Circumcised,4h,Glans,CD3+CCR10,Connective,26.51,10.916
1918,1,Circumcised,4h,Glans,CD3+CCR10,Connective,69.4429,8.5182
1918,1,Circumcised,4h,Glans,CD3+CCR10,Connective,91.6562,31.0287
1918,1,Circumcised,4h,Glans,CD3+CCR10,Connective,115.3869,58.3155
1918,1,Circumcised,4h,Glans,CD3+CCR10,Connective,91.8839,70.3047
1918,1,Circumcised,4h,Glans,CD3+CCR10,Connective,71.0892,52.6237
1918,1,Circumcised,4h,Glans,CD3+CCR10,Connective,110.8676,73.5181
1918,1,Circumcised,4h,Glans,CD4+CD3+CCR10,Epithelium,54.7683,5.1291
1918,1,Circumcised,4h,Glans,CD4+CD3+CCR10,Epithelium,18.0754,6.4441
1918,1,Circumcised,4h,Glans,CD3+CCR10,Epithelium,38.0628,24.703
1918,1,Circumcised,4h,Glans,CD3+CCR10,Epithelium,47.9468,20.5432
1918,1,Circumcised,4h,Glans,CD3+CCR10,Epithelium,43.544,8.6478
1918,1,Circumcised,4h,Glans,CD3+CCR10,Epithelium,8.7128,9.8529
1918,1,Circumcised,4h,Glans,CD3+CCR10,Epithelium,10.6385,12.1012
1918,1,Circumcised,4h,Glans,CD3+CCR10,Epithelium,22.2818,11.6934
1918,1,Circumcised,4h,Glans,CD3+CCR10,Epithelium,28.1556,9.3399
1918,1,Circumcised,4h,Glans,CD3+CCR10,Epithelium,13.0664,13.1311
1918,1,Circumcised,4h,Glans,CD3+CCR10,Epithelium,8.1091,16.0215
1918,1,Circumcised,4h,Glans,CD3+CCR10,Epithelium,24.4814,9.0226
1918,1,Circumcised,4h,Glans,CD3+CCR10,Epithelium,49.1175,97.1913
1918,2,Circumcised,4h,Glans,CD4,Connective,45.9572,9.473
1918,2,Circumcised,4h,Glans,CD3+CCR10,Connective,88.4246,11.9983
1918,2,Circumcised,4h,Glans,CD3+CCR10,Connective,67.28,82.8261
1918,2,Circumcised,4h,Glans,CD3+CCR10,Connective,136.6572,44.7757
1918,2,Circumcised,4h,Glans,CD3+CCR10,Connective,137.8021,47.8886
1918,2,Circumcised,4h,Glans,CD3+CCR10,Connective,79.1086,47.95
1918,2,Circumcised,4h,Glans,CD3+CCR10,Connective,108.4322,37.7831
1918,2,Circumcised,4h,Glans,CD3+CCR10,Connective,132.3509,67.1813
1918,2,Circumcised,4h,Glans,CD3+CCR10,Connective,119.2307,74.0414
1918,2,Circumcised,4h,Glans,CD3+CCR10,Connective,101.4699,73.2951
1918,2,Circumcised,4h,Glans,CD3+CCR10,Connective,42.4414,29.1714
1918,2,Circumcised,4h,Glans,CD3+CCR10,Connective,107.8773,43.2526
1918,2,Circumcised,4h,Glans,CD4+CD3+CCR10,Connective,59.1115,75.4513
1918,2,Circumcised,4h,Glans,CD4+CD3+CCR10,Connective,106.7999,73.7289
1918,2,Circumcised,4h,Glans,CD4+CD3+CCR10,Connective,113.9547,65.3789
1918,2,Circumcised,4h,Glans,CD4+CD3+CCR10,Connective,133.8825,37.5893
1918,2,Circumcised,4h,Glans,CD4+CD3+CCR10,Connective,139.583,43.8395
1918,2,Circumcised,4h,Glans,CD4+CD3+CCR10,Connective,87.6798,62.4831
1918,2,Circumcised,4h,Glans,CD4+CD3+CCR10,Connective,120.0508,60.0301
1918,2,Circumcised,4h,Glans,CD4+CD3+CCR10,Connective,114.9855,76.5367
1918,2,Circumcised,4h,Glans,CD4+CD3+CCR10,Connective,78.5072,30.6858
1918,2,Circumcised,4h,Glans,CD4+CD3+CCR10,Connective,117.2225,83.9892
1918,2,Circumcised,4h,Glans,CD3+CCR10,Epithelium,36.6697,88.5376
1918,2,Circumcised,4h,Glans,CD3+CCR10,Epithelium,12.3964,31.6409
1918,2,Circumcised,4h,Glans,CD3+CCR10,Epithelium,1.9298,4.1049
1918,2,Circumcised,4h,Glans,CD3+CCR10,Epithelium,18.2022,66.2506
1918,2,Circumcised,4h,Glans,CD3+CCR10,Epithelium,43.0269,68.939
1918,2,Circumcised,4h,Glans,CD3+CCR10,Epithelium,33.8066,150.5403
1918,2,Circumcised,4h,Glans,CD3+CCR10,Epithelium,36.4801,100.8993
1918,2,Circumcised,4h,Glans,CD3+CCR10,Epithelium,34.131,70.2965
1918,2,Circumcised,4h,Glans,CD3+CCR10,Epithelium,55.3372,40.6712
1918,2,Circumcised,4h,Glans,CD3+CCR10,Epithelium,67.8922,1.8444
1918,2,Circumcised,4h,Glans,CD3+CCR10,Epithelium,7.1616,98.7527
1918,2,Circumcised,4h,Glans,CD3+CCR10,Epithelium,11.032,40.8849
1918,2,Circumcised,4h,Glans,CD3+CCR10,Epithelium,24.1982,101.1463
1918,2,Circumcised,4h,Glans,CD3+CCR10,Epithelium,17.86,103.0194
1918,2,Circumcised,4h,Glans,CD3+CCR10,Epithelium,68.5393,6.4378
1918,2,Circumcised,4h,Glans,CD3+CCR10,Epithelium,93.4548,8.8165
1918,2,Circumcised,4h,Glans,CD3+CCR10,Epithelium,71.1231,6.0159
1918,2,Circumcised,4h,Glans,CD3+CCR10,Epithelium,80.2254,8.8233
1918,2,Circumcised,4h,Glans,CD3+CCR10,Epithelium,53.3686,3.2974
1918,2,Circumcised,4h,Glans,CD3+CCR10,Epithelium,43.2295,9.0833
1918,2,Circumcised,4h,Glans,CD3+CCR10,Epithelium,51.5047,41.8944
1918,2,Circumcised,4h,Glans,CD4+CD3+CCR10,Epithelium,24.6643,6.9746
1918,3,Circumcised,4h,Glans,CD4,Connective,28.1451,6.1395
1918,3,Circumcised,4h,Glans,CD4+CD3+CCR10,Connective,73.862,7.3089
1918,3,Circumcised,4h,Glans,CD4+CD3+CCR10,Connective,61.8015,8.4798
1918,3,Circumcised,4h,Glans,CD3+CCR10,Connective,69.6356,19.3127
1918,3,Circumcised,4h,Glans,CD3+CCR10,Connective,58.4082,4.205
1918,3,Circumcised,4h,Glans,CD3+CCR10,Connective,49.4874,26.1605
1918,3,Circumcised,4h,Glans,CD3+CCR10,Connective,63.8924,20.3859
1918,3,Circumcised,4h,Glans,CD3+CCR10,Connective,6.3571,36.411
1918,3,Circumcised,4h,Glans,CD3+CCR10,Connective,53.5343,14.9603
1918,3,Circumcised,4h,Glans,CD4+CD3,Connective,31.9954,22.7
1918,3,Circumcised,4h,Glans,CD4+CD3+CCR10,Epithelium,59.9324,5.2499
1918,3,Circumcised,4h,Glans,CD4+CCR10,Epithelium,20.8611,4.697
1918,3,Circumcised,4h,Glans,CD4+CD3+CCR10,Epithelium,12.4888,128.4158
1918,3,Circumcised,4h,Glans,CD4+CD3+CCR10,Epithelium,17.8485,16.4458
1918,3,Circumcised,4h,Glans,CD3+CCR10,Epithelium,40.7414,119.5229
1918,3,Circumcised,4h,Glans,CD3+CCR10,Epithelium,18.3597,106.259
1918,3,Circumcised,4h,Glans,CD3+CCR10,Epithelium,6.0763,58.1497
1918,3,Circumcised,4h,Glans,CD3+CCR10,Epithelium,19.2258,37.3147
1918,3,Circumcised,4h,Glans,CD3+CCR10,Epithelium,22.6125,43.5175
1918,3,Circumcised,4h,Glans,CD3+CCR10,Epithelium,28.04,2.6226
1918,3,Circumcised,4h,Glans,CD3+CCR10,Epithelium,84.6608,60.5846
1918,3,Circumcised,4h,Glans,CD3+CCR10,Epithelium,18.306,4.7325
1918,3,Circumcised,4h,Glans,CD3+CCR10,Epithelium,38.5016,10.8621
1918,3,Circumcised,4h,Glans,CD3+CCR10,Epithelium,28.7287,24.9492
1918,3,Circumcised,4h,Glans,CD3+CCR10,Epithelium,44.6859,6.4227
1918,3,Circumcised,4h,Glans,CD3+CCR10,Epithelium,11.3243,7.5134
1918,3,Circumcised,4h,Glans,CD3+CCR10,Epithelium,16.1406,25.5731
1918,3,Circumcised,4h,Glans,CD3+CCR10,Epithelium,16.8256,7.6253
1918,3,Circumcised,4h,Glans,CD3+CCR10,Epithelium,26.0461,3.6035
1918,3,Circumcised,4h,Glans,CD4+CD3,Epithelium,15.5258,6.9909
1918,3,Circumcised,4h,Glans,CD4+CD3,Epithelium,6.9865,1.6869
1918,1,Circumcised,Non infected,Glans,CD3+CCR10,Connective,68.1727,8.4035
1918,1,Circumcised,Non infected,Glans,CD4,Connective,113.4133,33.4077
1918,1,Circumcised,Non infected,Glans,CD4,Connective,104.754,16.6245
1918,1,Circumcised,Non infected,Glans,CD4,Connective,129.0579,12.2606
1918,1,Circumcised,Non infected,Glans,CD4,Connective,234.9048,87.725
1918,1,Circumcised,Non infected,Glans,CD4,Connective,133.2159,49.0695
1918,1,Circumcised,Non infected,Glans,CD4,Connective,250.0351,112.2695
1918,1,Circumcised,Non infected,Glans,CD4,Connective,212.6176,66.0522
1918,1,Circumcised,Non infected,Glans,CD4,Connective,299.7654,154.5031
1918,1,Circumcised,Non infected,Glans,CD4,Connective,126.3922,23.5822
1918,1,Circumcised,Non infected,Glans,CD4,Connective,129.9511,25.197
1918,1,Circumcised,Non infected,Glans,CD4+CD3+CCR10,Connective,118.6848,47.5418
1918,1,Circumcised,Non infected,Glans,CD4+CD3+CCR10,Connective,142.9947,3.7506
