Donor,Replicate,Condition,Group,Tissue,Target cell,Layer,Distance to annotation with Epithelium µm,Distance to annotation with Baseline µm
2283,1,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,286.0305,120.2867
2283,1,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,277.4088,111.7598
2283,1,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,265.8655,100.7256
2283,1,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,261.4383,95.8493
2283,1,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,255.5444,88.9748
2283,1,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,245.2136,83.726
2283,1,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,273.9271,102.64
2283,1,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,317.2074,152.5859
2283,1,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,306.5253,140.987
2283,1,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,287.4567,112.9002
2283,1,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,337.6554,148.8642
2283,1,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,119.4543,22.8019
2283,1,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,112.4884,20.7365
2283,1,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,96.6763,30.957
2283,1,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,95.6087,32.9177
2283,1,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,286.3282,72.1348
2283,1,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,302.6023,110.416
2283,1,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,95.9404,14.9449
2283,1,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,205.1354,9.5925
2283,1,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,279.3046,60.5178
2283,1,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,112.4361,24.544
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,147.8543,8.0622
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,141.4906,10.2708
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,121.2244,38.0034
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,205.9603,5.702
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,207.9262,11.7289
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,66.7927,81.5918
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,209.3285,8.7774
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,220.6269,6.6885
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,184.3609,11.5325
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,129.2263,15.5615
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,124.4915,20.3886
2283,1,Circumcised,Non infected,Shaft,CD4,Epithelium,31.883,54.7595
2283,1,Circumcised,Non infected,Shaft,CD4,Epithelium,47.6159,42.3198
2283,1,Circumcised,Non infected,Shaft,CD4,Epithelium,39.7689,51.3796
2283,1,Circumcised,Non infected,Shaft,CD4,Epithelium,27.3664,62.5557
2283,1,Circumcised,Non infected,Shaft,CD4,Epithelium,37.4919,32.9309
2283,1,Circumcised,Non infected,Shaft,CD3,Epithelium,76.5681,86.8164
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,45.4799,60.2887
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,164.5729,9.2097
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,173.761,5.6961
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,100.1067,4.4518
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,171.9648,8.6664
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,177.3534,5.2016
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,188.6372,4.9223
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,100.9656,5.7356
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,113.209,5.7568
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,212.173,6.6225
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,207.777,10.6711
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,91.0214,7.1895
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,90.024,10.7074
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,132.6093,4.8466
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,186.0505,4.6023
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,168.9618,5.2885
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,164.1494,7.3481
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,156.924,6.0392
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,146.4748,53.7136
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,136.4378,45.1551
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,191.6174,5.7356
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,184.9356,4.3526
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,181.9235,4.4449
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,68.4443,75.8764
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,131.5616,15.931
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,158.422,6.1991
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,155.613,8.0275
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,157.8475,4.2072
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,141.2044,20.636
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,141.9264,25.4977
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,144.2542,29.4559
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,165.7122,6.5397
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,112.1241,55.4618
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,123.0607,47.351
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,171.5974,4.1333
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,66.0166,99.5257
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,213.2547,6.1676
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,148.9216,4.4095
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,135.9275,4.6876
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,135.6519,7.3889
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,132.3102,5.3942
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,148.3496,13.7744
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,102.8009,3.4676
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,82.1486,7.4215
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,79.0204,52.5363
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,86.8673,46.0056
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,95.8605,34.5458
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,112.2427,14.2562
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,219.5127,5.2192
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,231.8511,3.6162
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,193.6577,12.0235
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,197.3453,6.7757
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,162.736,6.8347
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,145.1151,4.8797
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,131.4262,27.4946
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,171.8626,15.5668
2283,1,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,64.1925,5.2353
2283,1,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Epithelium,142.8472,4.7882
2283,1,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Epithelium,85.4415,5.725
2283,1,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Epithelium,47.4168,124.1189
2283,1,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Epithelium,190.4628,5.0362
2283,1,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Epithelium,163.0833,8.1662
2283,1,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Epithelium,161.5779,28.0249
2283,1,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Epithelium,39.6628,41.0992
2283,1,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Epithelium,170.2875,4.2539
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Connective,198.6401,7.1805
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Connective,278.0131,74.8986
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Connective,238.7624,23.6786
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,104.6555,51.1464
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,137.6493,41.1496
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,111.0281,66.4791
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,126.1727,81.9181
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,109.3319,68.1879
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,106.8151,64.0617
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,143.3777,19.2713
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,133.1179,12.8858
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,161.0021,20.4942
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,156.5478,20.67
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,154.8228,16.2727
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,146.3647,15.0742
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,165.1669,34.9588
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,239.3927,79.1177
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,285.3261,108.4159
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,286.808,112.6967
2283,2,Circumcised,Non infected,Shaft,CD4,Connective,219.8418,64.7949
2283,2,Circumcised,Non infected,Shaft,CD4,Connective,311.3827,77.2418
2283,2,Circumcised,Non infected,Shaft,CD4,Connective,303.4843,103.5032
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,175.8456,28.8736
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,140.0059,38.6967
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,136.9387,50.4945
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,119.4841,65.5529
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,120.381,61.5195
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,96.4073,45.1359
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,92.447,45.9849
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,260.7645,70.8409
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,251.1809,75.772
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,299.0128,99.5996
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,200.2426,18.0515
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,229.5378,92.9647
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,232.1984,24.2871
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,200.3831,17.0196
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,207.6679,35.68
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,311.288,111
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,112.0347,9.6712
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,339.1185,175.4279
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,329.3518,163.5483
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,323.8729,165.4433
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,327.1372,144.839
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,230.2385,70.3621
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Connective,168.672,6.8772
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Connective,141.1739,38.5885
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Connective,88.0799,7.9288
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Connective,171.3882,10.2395
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Connective,162.1798,19.8402
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Connective,167.6113,18.6645
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Connective,161.059,40.5446
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Connective,164.809,47.4821
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Connective,285.0628,85.2564
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Connective,208.4906,18.2956
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Connective,208.2186,16.0977
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Connective,108.3333,24.5174
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Connective,158.7448,49.2959
2283,2,Circumcised,Non infected,Shaft,CD4,Connective,104.4183,28.6241
2283,2,Circumcised,Non infected,Shaft,CD4,Connective,97.1694,22.8772
2283,2,Circumcised,Non infected,Shaft,CD4,Connective,169.8263,56.4089
2283,2,Circumcised,Non infected,Shaft,CD4,Connective,370.6134,150.6179
2283,2,Circumcised,Non infected,Shaft,CD4,Connective,232.48,76.0776
2283,2,Circumcised,Non infected,Shaft,CD4,Connective,218.8038,60.2504
2283,2,Circumcised,Non infected,Shaft,CD4,Connective,302.7927,69.6897
2283,2,Circumcised,Non infected,Shaft,CD4,Connective,62.1104,9.3275
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Connective,220.2632,4.4415
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,138.2996,34.8532
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,160.902,6.8183
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,150.3241,56.8892
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,214.5875,3.7587
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,82.6448,12.7215
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,116.6104,41.4127
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,116.8783,33.0908
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,101.3238,35.7052
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,126.4065,53.8782
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,121.5609,65.1527
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,93.0262,5.5679
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Epithelium,51.6506,132.9156
2283,2,Circumcised,Non infected,Shaft,CD4,Epithelium,63.4529,39.1802
2283,2,Circumcised,Non infected,Shaft,CD4,Epithelium,39.8624,58.8903
2283,2,Circumcised,Non infected,Shaft,CD4,Epithelium,43.461,47.5371
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Epithelium,71.0731,58.4009
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Epithelium,91.2587,6.4119
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Epithelium,77.2045,95.3889
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Epithelium,48.3938,67.0487
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Epithelium,60.3186,37.8424
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Epithelium,235.8114,5.8782
2283,2,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Epithelium,189.9807,4.6839
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,79.9344,6.8883
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,106.7188,4.4015
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,128.2877,4.2017
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,143.1004,6.1838
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,181.4217,7.0834
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,207.2275,7.9421
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,129.4806,8.5777
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,85.2009,7.8327
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,53.5477,39.4907
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,76.6858,5.3795
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,46.5671,24.6954
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,68.6828,26.315
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,179.2003,4.5046
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,72.1,12.5292
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,100.0396,105.9065
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,162.9381,38.0633
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,162.0499,46.0899
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,180.0544,26.2124
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,193.8916,7.6721
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,187.1275,7.4663
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,174.1436,12.8818
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,136.118,59.0597
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,180.571,14.7643
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,163.4034,15.2353
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,200.3258,11.8937
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,203.1509,5.7529
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,144.8615,18.6306
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,142.4549,5.265
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,114.6212,5.5399
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,162.5744,12.2339
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,58.6968,5.0376
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,156.6332,4.335
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,49.1624,37.8095
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,116.9048,19.678
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,89.7283,7.5847
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,75.5006,6.4457
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,32.0587,48.4568
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,93.548,5.2406
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,115.4695,12.423
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,133.3383,6.491
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,140.9024,15.0016
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,202.7837,4.7394
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,72.9369,7.5384
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,27.1967,69.6245
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,60.3612,93.1949
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,62.0956,88.7456
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,82.3097,34.4632
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,89.1244,38.4573
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,79.4338,48.912
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,120.4352,5.1416
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,127.8524,41.7731
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,64.5219,9.0821
2283,2,Circumcised,Non infected,Shaft,CD3+CCR10,Epithelium,60.4027,7.836
2283,2,Circumcised,Non infected,Shaft,CD4,Epithelium,43.769,35.9672
2283,2,Circumcised,Non infected,Shaft,CD4,Epithelium,51.4774,34.6934
2283,2,Circumcised,Non infected,Shaft,CD4,Epithelium,94.4803,60.0246
2283,2,Circumcised,Non infected,Shaft,CD4,Epithelium,98.6466,52.3425
2283,3,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,214.4405,55.2164
2283,3,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,214.2512,47.0384
2283,3,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,228.8201,70.5723
2283,3,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,99.2991,9.2447
2283,3,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,119.8282,30.199
2283,3,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,158.0467,65.7354
2283,3,Circumcised,Non infected,Shaft,CD4,Connective,87.1598,31.0611
2283,3,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,214.4405,55.2164
2283,3,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,214.2512,47.0384
2283,3,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,228.8201,70.5723
2283,3,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,99.2991,9.2447
2283,3,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,119.8282,30.199
2283,3,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,158.0467,65.7354
2283,3,Circumcised,Non infected,Shaft,CD4,Connective,87.1598,31.0611
2283,3,Circumcised,Non infected,Shaft,CD4+CCR10,Connective,355.9052,161.6758
2283,3,Circumcised,Non infected,Shaft,CD4,Connective,91.3693,28.4357
2283,3,Circumcised,Non infected,Shaft,CD4,Connective,70.053,7.3508
2283,3,Circumcised,Non infected,Shaft,CD3+CCR10,Connective,69.467,8.9693
2283,3,Circumcised,Non infected,Shaft,CD3+CCR10,Connective,109.049,32.0597
2283,3,Circumcised,Non infected,Shaft,CD3+CCR10,Connective,116.6783,35.0046
2283,3,Circumcised,Non infected,Shaft,CD3+CCR10,Connective,105.8662,8.827
2283,3,Circumcised,Non infected,Shaft,CD3+CCR10,Connective,77.5428,14.1802
2283,3,Circumcised,Non infected,Shaft,CD3+CCR10,Connective,109.5687,7.7775
2283,3,Circumcised,Non infected,Shaft,CD3+CCR10,Connective,130.9915,8.8625
2283,3,Circumcised,Non infected,Shaft,CD3+CCR10,Connective,161.4148,80.7306
2283,3,Circumcised,Non infected,Shaft,CD3+CCR10,Connective,205.3992,89.9888
2283,3,Circumcised,Non infected,Shaft,CD3+CCR10,Connective,151.697,18.9137
2283,3,Circumcised,Non infected,Shaft,CD3+CCR10,Connective,171.3315,11.568
2283,3,Circumcised,Non infected,Shaft,CD3+CCR10,Connective,189.5173,31.0784
2283,3,Circumcised,Non infected,Shaft,CD3+CCR10,Connective,185.7584,17.0855
2283,3,Circumcised,Non infected,Shaft,CD3+CCR10,Connective,177.7968,13.5486
2283,3,Circumcised,Non infected,Shaft,CD3+CCR10,Connective,156.0773,9.202
2283,3,Circumcised,Non infected,Shaft,CD3+CCR10,Connective,160.3003,14.7167
2283,3,Circumcised,Non infected,Shaft,CD3+CCR10,Connective,354.6505,178.9907
2283,3,Circumcised,Non infected,Shaft,CD3+CCR10,Connective,90.844,9.6756
2283,3,Circumcised,Non infected,Shaft,CD3+CCR10,Connective,324.9231,131.6944
2283,3,Circumcised,Non infected,Shaft,CD3+CCR10,Connective,123.8937,7.9385
2283,3,Circumcised,Non infected,Shaft,CD3+CCR10,Connective,197.555,5.2658
2283,3,Circumcised,Non infected,Shaft,CD3+CCR10,Connective,75.9841,15.1915
2283,3,Circumcised,Non infected,Shaft,CD3+CCR10,Connective,108.9354,28.704
2283,3,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,114.3065,24.9416
2283,3,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,131.3121,17.4795
2283,3,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,121.4493,30.7866
2283,3,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,118.0066,28.1927
2283,3,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,121.0402,32.3862
2283,3,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,182.8841,57.3662
2283,3,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,177.0804,76.1575
2283,3,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,176.2987,88.5852
2283,3,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,196.7074,99.653
2283,3,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,96.1026,8.3408
2283,3,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,204.6224,59.327
2283,3,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,208.7544,45.4866
2283,3,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,213.6367,49.4375
2283,3,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,274.8208,117.8001
2283,3,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,200.3451,24.079
2283,3,Circumcised,Non infected,Shaft,CD4+CD3+CCR10,Connective,292.5423,120.3684
